title,averageRating
The Girls and Daddy,5.7
The Girls and Daddy,5.7
Золотой лун,5.7
The Golden Louis,5.7
The Golden Louis,5.7
Grevinde X,3.5
The Red Domino,3.5
The Red Domino,3.5
Den røde Domino,3.5
Der Rote Domino,3.5
Hamlet,4.7
"Hamlet, Prince of Denmark",4.7
Hamlet,4.7
Hamlet,4.7
Hansel and Gretel,4.9
Hansel and Gretel,4.9
Hansel y Gretel,4.9
The Heart of an Outlaw,6.9
The Heart of an Outlaw,6.9
The Heart of an Outlaw,6.9
Heksen og cyklisten,5.6
The Witch and the Bicyclist,5.6
A feiticeira e o ciclista,5.6
Heksen og cyklisten,5.6
Cycle Rider and the Witch,5.6
Az első sütemény,5.7
Her First Biscuits,5.7
Her First Biscuits,5.7
Her Indian Hero,6.2
Her Indian Hero,6.2
"1776, or The Hessian Renegades",5.5
Гессенские изменники,5.5
The Hessian Renegades,5.5
The Hessian Renegades,5.5
The Hindoo Dagger,3.2
The Hindoo Dagger,3.2
His Duty,5.2
His Duty,5.2
His Lost Love,5.2
His Lost Love,5.2
His Ward's Love,3.6
His Ward's Love,3.6
His Wife's Mother,4.5
His Wife's Mother,4.5
His Wife's Visitor,4.5
His Wife's Visitor,4.5
The Honor of Thieves,5.4
The Honor of Thieves,5.4
The House of Cards,5.2
The House of Cards,5.2
I Did It,4.8
The Terrible Quarrel,4.8
"I Did It, Mamma",4.8
I Did It,4.8
"I Did It, Mama",4.8
Fra det gamle Kentucky,6.0
In Old Kentucky,6.0
A régi Kentuckyban,6.0
In Old Kentucky,6.0
In the Watches of the Night,4.8
In the Watches of the Night,4.8
In the Window Recess,2.6
In the Window Recess,2.6
The Indian Runner's Romance,4.3
Любовь индейского бегуна,4.3
The Indian Runner's Romance,4.3
Max Linder vil gerne have et Barn,6.0
Sehnsucht nach einem Kind,6.0
Max tahtoo saada lapsia,6.0
När Max vill hafva barn,6.0
Max Linder's Big Family,6.0
Je voudrais un enfant,6.0
Je voudrais un enfant,6.0
The Jilt,3.2
The Jilt,3.2
Jones and His New Neighbors,4.2
Jones and His New Neighbors,4.2
Jones and the Lady Book Agent,5.0
Jones and the Lady Book Agent,5.0
Джонсы устраивают любительские спектакли,5.4
The Joneses Have Amateur Theatricals,5.4
The Joneses Have Amateur Theatricals,5.4
Les joyeux microbes,6.1
Les joyeux microbes,6.1
A Bad Case,6.1
Весёлые микробы,6.1
The Merry Microbes,6.1
The Jolly Germs,6.1
King Lear,5.3
King Lear,5.3
King Lear,5.3
Willys Streiche: Klebolin klebt alles,5.3
Klebolin klebt alles,5.3
Klebolin klebt alles,5.3
Der kleine Detektiv,4.6
Der kleine Detektiv,4.6
En kvinde af folket,3.2
A Woman of the People,3.2
En kvinde af folket,3.2
Lady Helen's Escapade,4.7
Lady Helen's Escapade,4.7
Leather Stocking,3.8
Læderstrømpe og Den sidste Mohikaner,3.8
Leather Stocking,3.8
La lumière retrouvée,6.1
И пришел свет,6.1
The Light That Came,6.1
The Light That Came,6.1
Lines of White on a Sullen Sea,6.2
Lines of White on a Sullen Sea,6.2
The Little Darling,4.5
The Little Darling,4.5
Милочка,4.5
The Little Teacher,4.9
The Little Teacher,4.9
Locura de amor,4.5
Love Crazy,4.5
Locura de amor,4.5
Уединенная вилла,6.2
The Lonely Villa,6.2
The Lonely Villa,6.2
O Casarão Isolado,6.2
Samotna willa,6.2
The Lonely Villa,6.2
Bokhållarens diplomatiska hustru,6.2
A magányos villa,6.2
The Luck of the Cards,3.8
The Luck of the Cards,3.8
Lucky Jim,4.8
Lucky Jim,4.8
Удачливый Джим,4.8
Приманка из платья,4.6
The Lure of the Gown,4.6
The Lure of the Gown,4.6
The Lure of the Gown,4.6
Macbeth,4.6
Macbeth,4.6
Macbeth,4.6
Макбет,4.6
Macbeth,4.6
Macbeth,4.6
Macbeth,4.6
Macbeth,4.6
Mamma,5.0
Mamma,5.0
The Maniac Cook,5.6
The Maniac Cook,5.6
Mariage forcé,6.1
Mariage forcé,6.1
Max gifter sig,6.1
The Medicine Bottle,5.3
The Medicine Bottle,5.3
Поправленная лютня,4.7
The Mended Lute,4.7
The Mended Lute,4.7
The Message,8.1
The Message,8.1
The Mexican Sweethearts,4.4
The Mexican Sweethearts,4.4
A Midnight Adventure,4.5
A Midnight Adventure,4.5
A Midnight Adventure,4.5
En Skærsommernatsdrøm,5.6
Sogno di una notte di mezza estate,5.6
Sonho de uma Noite de Verão,5.6
Сон літньої ночі,5.6
A Midsummer Night's Dream,5.6
Сон в летнюю ночь,5.6
El sueño de una noche de verano,5.6
A Midsummer Night's Dream,5.6
Sonhos de uma Noite de Verão,5.6
The Mills of the Gods,4.4
The Mills of the Gods,4.4
Nyomorultak,6.6
Les Misérables,6.6
Galejslaven Jean Valjean,6.6
Les Misérables,6.6
Les Misérables,6.6
Les Misérables,6.6
Nędznicy,6.6
Les Misérables,6.6
Jean Valjean,6.6
Les Misérables,6.6
Les Misérables,6.6
Molière,5.8
The Life of Moliere,5.8
Molière,5.8
Molière,5.8
Molier,5.8
De vervloekte molen,6.3
Le Moulin maudit,6.3
The Mill,6.3
Le Moulin maudit,6.3
The Mill,6.3
Het sprookje van den vervloekten molen,6.3
The Mountaineer's Honor,5.8
The Mountaineer's Honor,5.8
Mr. Jones Has a Card Party,5.2
Mr. Jones Has a Card Party,5.2
Mr. Jones' Burglar,5.1
Jones' Burglar,5.1
Mr. Jones' Burglar,5.1
"Mrs. Jones' Lover; or, 'I Want My Hat'",3.9
Mrs. Jones' Lover,3.9
"Mrs. Jones' Lover; or, 'I Want My Hat'",3.9
I Want My Hat,3.9
Amante da Senhora Jones,3.9
Napoleon fra Vuggen til Graven,5.0
The Life of Napoleon (Part Two),5.0
"Napóleon, a végzet embere",5.0
"Napoleon, the Man of Destiny",5.0
"Napoleon, the Man of Destiny",5.0
The Necklace,5.6
The Necklace,5.6
The Note in the Shoe,4.4
The Note in the Shoe,4.4
Уход за гадюкой,5.1
Nursing a Viper,5.1
Nursing a Viper,5.1
Naar Djævle er paa Spil,7.8
Quand les diables font des siennes,7.8
Wenn der Teufel im Spiel ist,7.8
How Brother Cook was Taught a Lesson,7.8
När djäflarna äro på färde,7.8
Naar Djævle er paa Spil,7.8
Quando i diavoli ci mattono la corna!,7.8
Den nærsynede guvernante,4.7
The Short-Sighted Governess,4.7
Den nærsynede guvernante,4.7
"Oh, Uncle!",4.7
"Oh, Uncle!",4.7
Twist Olivér,5.9
Oliver Twist,5.9
Oliver Twist,5.9
Оливър Туист,5.9
De onde Veje,4.4
De onde Veje,4.4
One Touch of Nature,6.6
One Touch of Nature,6.6
The Open Gate,6.2
The Open Gate,6.2
Otello,5.5
Othello,5.5
Othello,5.5
Otelló,5.5
Отело,5.5
Othello,5.5
Othello,5.5
Otello de Moor van Venetie,5.5
Otello,5.5
Othello,5.5
The Peachbasket Hat,5.3
The Peachbasket Hat,5.3
The Peach-Basket Hat,5.3
"Pippa Passes; or, the Song of Conscience",5.2
"Pippa Passes; or, The Song of Conscience",5.2
The Song of Conscience,5.2
Пиппа приходит,5.2
Pippa Passes,5.2
Politician's Love Story,4.8
The Politician's Love Story,4.8
The Politician's Love Story,4.8
Любовь политика,4.8
Pranks,5.0
Pranks,5.0
The Prince and the Pauper,5.2
Koldus és királyfi,5.2
The Prince and the Pauper,5.2
El príncipe y el mendigo,5.2
"Princess Nicotine; or, The Smoke Fairy",6.5
Принцесса никотина,6.5
"Princess Nicotine; or, the Smoke Fairy",6.5
The Smoke Fairy,6.5
Protección de un convoy de víveres en el puente de camellos,4.2
Protección de un convoy de víveres en el puente de camellos,4.2
The Prussian Spy,4.4
Den prøjsiske Spion,4.4
The Prussian Spy,4.4
The Prussian Spy,4.4
インディアンの考え,5.8
The Redman's View,5.8
Взгляд краснокожего,5.8
The Redman's View,5.8
Отказ,4.8
Divided Love,4.8
The Renunciation,4.8
The Renunciation,4.8
The Restoration,4.7
The Restoration,4.7
Resurrection,5.1
Resurrection,5.1
Воскресение,5.1
The Road to the Heart,4.2
The Road to the Heart,4.2
A Rural Elopement,7.3
A Rural Elopement,7.3
The Sacrifice,5.3
The Sacrifice,5.3
Salome Mad,4.0
Salome Mad,4.0
The Salvation Army Lass,5.1
The Salvation Army Lass,5.1
The Sealed Room,6.0
Det forseglede Værelse,6.0
Запечатанная комната,6.0
La chambre scellée,6.0
A Sala Selada,6.0
The Sealed Room,6.0
The Seventh Day,4.4
The Seventh Day,4.4
She Would Be an Actress,5.2
She Would Be an Actress,5.2
Sherlock Holmes IV,2.6
Sherlock Holmes IV,2.6
Sherlock Holmes V,3.4
Sherlock Holmes V,3.4
Sherlock Holmes VI,3.7
Sherlock Holmes VI,3.7
Sherlock Holmes VI,3.7
The Slave,5.0
The Slave,5.0
The Slave - The Noble Sacrifice of a Devoted Wife and Mother,5.0
The Son's Return,5.4
Возвращение сына,5.4
The Son's Return,5.4
Сон у літню ніч,5.6
Le songe d'une nuit d'été,5.6
Сон в летнюю ночь,5.6
Le songe d'une nuit d'été,5.6
A Midsummer Night's Dream,5.6
Midsummer Night's Dream,5.6
Gøngehøvdingen,4.2
Gøngehøvdingen,4.2
Stormen paa København den 11. Februar 1659,4.2
A Strange Meeting,4.9
A Strange Meeting,4.9
The Suicide Club,4.8
The Suicide Club,4.8
A Sweet Revenge,5.4
A Sweet Revenge,5.4
Sweet and Twenty,5.6
Sweet and Twenty,5.6
Tender Hearts,5.0
Tender Hearts,5.0
They Would Elope,6.6
They Would Elope,6.6
Ti odvratni šeširi,6.2
Ці жахливі капелюхи,6.2
Those Darn Hats,6.2
Those Awful Hats,6.2
Ces sacrés chapeaux,6.2
Эти ужасные шляпы,6.2
Those Awful Hats,6.2
Te okropne kapelusze,6.2
Those Boys!,5.2
Those Boys!,5.2
Through the Breakers,5.0
Through the Breakers,5.0
'Tis an Ill Wind,4.2
Tis an Ill Wind That Blows No Good,4.2
Tis an Ill Wind That Blows No Good,4.2
De to guldgravere,4.8
La Vie d'un Pêcheur Nordique,4.8
De to guldgravere,4.8
Les Deux Chercheurs D'Or,4.8
Kaksi kullankaivajaa,4.8
To Save Her Soul,5.8
To Save Her Soul,5.8
Tragic Love,6.0
Tragic Love,6.0
En Fælde for Julemanden,5.6
A Trap for Santa,5.6
Una trampa para Santa Claus,5.6
A Trap for Santa Claus,5.6
Ловушка для Санта-Клауса,5.6
A Trap for Santa Claus,5.6
The Trick That Failed,5.6
The Trick That Failed,5.6
A Troublesome Satchel,4.4
A Troublesome Satchel,4.4
Trying to Get Arrested,5.2
Trying to Get Arrested,5.2
Twin Brothers,5.0
Twin Brothers,5.0
Two Memories,5.3
Two Memories,5.3
Two Women and a Man,3.8
Two Women and a Man,3.8
The Violin Maker of Cremona,5.0
Скрипичный мастер из Кремоны,5.0
The Violin Maker of Cremona,5.0
Instrumentmageren fra Cremona,5.0
Lutnik z Kremony,5.0
The Voice of the Violin,5.2
The Voice of the Violin,5.2
Голос скрипки,5.2
"Wanted, a Child",4.8
"Wanted, a Child",4.8
Was Justice Served?,5.7
Was Justice Served?,5.7
The Way of Man,5.0
The Way of Man,5.0
We Must Do Our Best,8.3
We Must Do Our Best,8.3
The Welcome Burglar,6.5
The Welcome Burglar,6.5
What Drink Did,5.3
What Drink Did,5.3
К чему приводит пьянство,5.3
What's Your Hurry?,5.7
What's Your Hurry?,5.7
The Winning Coat,3.8
The Winning Coat,3.8
With Her Card,2.4
With Her Card,2.4
The Wooden Leg,5.9
The Wooden Leg,5.9
A Wreath in Time,5.0
A Wreath in Time,5.0
Lincoln's Clemency,4.8
Abraham Lincoln's Clemency,4.8
La Clémence d'Abraham Lincoln,4.8
The Clemency of Abraham Lincoln,4.8
Abraham Lincoln's Clemency,4.8
Abraham Lincoln's Clemency,4.8
An Affair of Hearts,5.4
An Affair of Hearts,5.4
The Affair of an Egg,4.8
The Affair of an Egg,4.8
Syvyys,6.4
Afgrunden,6.4
Бездна,6.4
Afgrunden,6.4
Der Abgrund,6.4
Woman Always Pays,6.4
Gøglerblod,6.4
Kuilu,6.4
Avgrunden,6.4
The Abyss,6.4
Przepaść,6.4
O Abismo,6.4
Afgrunden,6.4
The Woman Always Pays,6.4
Abgründe,6.4
Η άβυσσος,6.4
The Abyss,6.4
Tuhon partaalla,6.4
A züllés útján,6.4
Od stupne k stupni,6.4
Alice's Adventures in Wonderland,5.9
Alice's Adventures in Wonderland,5.9
不思議の国のアリス,5.9
Приключения Алисы в Стране чудес,5.9
All on Account of the Milk,5.9
All on Account of the Milk,5.9
Ambrosius,4.5
Ambrosius,4.5
Amleto,3.8
Amleto,3.8
Hamlet,3.8
Hamlet,3.8
Amor gitano,5.1
Amor gitano,5.1
Ansigttyven I,4.3
Ansigttyven I,4.3
Indbruddet hos Konsul Bjørn,4.6
Ansigttyven II,4.6
Antony and Cleopatra,5.4
Antonius och Kleopatra,5.4
Cleopatra,5.4
Cléopâtre,5.4
Cléopâtre,5.4
Cleopatra,5.4
Antonius ja Kleopatra,5.4
An Arcadian Maid,5.5
An Arcadian Maid,5.5
An Arcadian Maid,5.5
Аркадская дева,5.5
As It Is in Life,5.5
As It Is in Life,5.5
Como é na Vida,5.5
Такова жизнь,5.5
As the Bells Rang Out!,4.4
As the Bells Rang Out!,4.4
L'auberge rouge,4.9
L'auberge rouge,4.9
La locanda rossa,4.9
The Red Inn,4.9
Bankierens Datter,4.8
The Banker's Daughters,4.8
The Banker's Daughters,4.8
The Broken Doll,4.4
The Broken Doll,4.4
Buffalo Bill's Wild West and Pawnee Bill's Far East,5.5
Buffalo Bill's Wild West and Pawnee Bill's Far East,5.5
The Butterfly,5.0
The Butterfly,5.0
The Call to Arms,4.5
The Call to Arms,4.5
The Call,4.5
The Call,4.5
Carceleras,5.8
Carceleras,5.8
Les prisonnières,5.8
Дитя гетто,5.2
A Child of the Ghetto,5.2
A Child of the Ghetto,5.2
A Child's Faith,4.0
A Child's Faith,4.0
A Child's Impulse,5.5
A Child's Impulse,5.5
A Child's Stratagem,4.2
A Child's Stratagem,4.2
The Cloister's Touch,4.0
The Cloister's Touch,4.0
The Connecticut Yankee,5.7
The Connecticut Yankee,5.7
The Converts,4.2
The Converts,4.2
The Course of True Love,4.4
The Course of True Love,4.4
Kameliadamen,5.3
Camille,5.3
La dame aux camélias,5.3
Kameliadamen,5.3
La dame aux camélias,5.3
Die Kameliendame,5.3
La dama de las camelias,5.3
The Dancing Girl of Butte,4.2
The Dancing Girl of Butte,4.2
Don Juan de Serrallonga,3.8
Don Juan de Serrallonga,3.8
Dorian Grays Portræt,7.0
Dorian Grayn muotokuva,7.0
Dorian Grays Portræt,7.0
Dorian Gray porträtt,7.0
Dorothy und Vogelscheuche in Oz,5.2
Dorothy and the Scarecrow in Oz,5.2
Dorothy and the Scarecrow in Oz,5.2
Dorothy and the Scarecrow in Oz,5.2
The Duke's Plan,4.4
The Duke's Plan,4.4
Døden,6.6
Døden,6.6
Elverhøj,4.4
Elverhøj,4.4
Elverhøj,4.1
Elverhøj,4.1
The Englishman and the Girl,4.5
The Englishman and the Girl,4.5
Examination Day at School,4.6
Examination Day at School,4.6
The Face at the Window,6.0
The Face at the Window,6.0
Faithful,5.5
Верный,5.5
Faithful,5.5
Faust,5.5
Faust,5.5
Faust,5.5
Faust,5.5
La figlia di Jefte,6.6
"The Vow; or, Jephthah's Daughter",6.6
La fille de Jephté,6.6
La fille de Jephté,6.6
The Final Settlement,4.6
O Ajuste Final,4.6
The Final Settlement,4.6
Вспышка света,5.6
A Flash of Light,5.6
A Flash of Light,5.6
Un alma reprobada,5.2
Flema inglesa,5.2
L'épée du spirite,5.2
British Phlegm,5.2
Nicholas el Tonto,5.2
A Fallen Spirit,5.2
Le flegme britannique,5.2
Frankenstein,6.4
Франкенштейн,6.4
Frankenstein,6.4
フランケンシュタイン,6.4
Frankenstein,6.4
Frankenštajn,6.4
Frankenstein the First,6.4
Frankenstein,6.4
The Fugitive,5.8
El fugitivo,5.8
The Fugitive,5.8
Беглая,5.8
Gentleman Joe,5.1
Gentleman Joe,5.1
The Girl on Triple X,7.6
The Girl on Triple X,7.6
Gold Is Not All,5.4
Gold Is Not All,5.4
A Gold Necklace,5.2
Miss Dorothys Halsbaand,5.2
A Gold Necklace,5.2
The Gold Seekers,5.0
The Gold Seekers,5.0
Az arany lakoma,4.8
The Golden Supper,4.8
The Golden Supper,4.8
Het gouden feestmaal,4.8
Hamlet,3.8
Hamlet,3.8
Hamlet,3.8
Hamlet,4.5
Hamlet,4.5
Hamlet,5.1
Hamlet,5.1
Her Terrible Ordeal,5.5
Her Terrible Ordeal,5.5
Ее страшное испытание,5.5
His Sister-In-Law,5.6
His Sister-in-Law,5.6
The Honor of His Family,4.4
The Honor of His Family,4.4
The House with Closed Shutters,5.9
Дом с закрытыми ставнями,5.9
The House with Closed Shutters,5.9
鎧戸の締まった家,5.9
La casa con las persianas echadas,5.9
De blanke slavin,5.8
Valkoinen orjakauppa,5.8
The White Slave Trade,5.8
Die weiße Sklavin I,5.8
Offer för den vita slavhandeln,5.8
Den hvide slavehandel,5.8
Leánykereskedők,5.8
Den vita slavhandeln,5.8
Den hvide slavehandel,5.8
La Traite des Blanches,5.8
In Life's Cycle,4.8
In Life's Cycle,4.8
In Old California,7.0
In Old California,7.0
In the Border States,6.3
Na Fronteira do Estado,6.3
На границе штатов,6.3
Dans les états limitrophes,6.3
En los estados fronterizos,6.3
境界州にて,6.3
In the Border States,6.3
Kapergasten,4.4
Kapergasten,4.4
Köpenhamns nattlif eller Äktamännen på villovägar,4.9
København ved Nat,4.9
Copenhagen by Night,4.9
Copenhagen by Night,4.9
København ved Nat,4.9
Copenhagen by Night,4.9
Köpenhaminan yöelämää eli Aviomiehet harhateillä,4.9
The Land of Oz,6.6
The Land of Oz,6.6
The Last Deal,5.7
The Last Deal,5.7
De zoon van den predikant,4.9
The Lesson,4.9
The Lesson,4.9
Forty Years in the Land of the Midian,5.4
Mózes élete,5.4
Moses lif i lefvande bilder,5.4
The Victory of Israel,5.4
The Life of Moses,5.4
The Life of Moses,5.4
The Plagues of Egypt,5.4
The Promised Land,5.4
Love Among the Roses,5.0
Любовь среди роз,5.0
Love Among the Roses,5.0
Love's C. Q. D.,7.2
Love's C. Q. D.,7.2
Macbeth,3.8
Макбет,3.8
Macbeth,3.8
The Man,6.0
The Man,6.0
The Fairy Bookseller,4.8
Le marchand d'images,4.8
Le marchand d'images,4.8
The Marked Time-Table,5.5
The Marked Time-Table,5.5
May and December,5.5
May and December,5.5
Et menneskeliv,5.2
Et menneskeliv,5.2
Венецианский купец,5.8
Il mercante di Venezia,5.8
O Mercador de Veneza,5.8
Il mercante di Venezia,5.8
"Shylock, ou le marchand de Venise",5.8
"Shyloch, ó el mercador de Venecia",5.8
The Merchant of Venice,5.8
Der Kaufmann von Venedig,5.8
Der Kaufmann von Venedig,5.8
The Message of the Violin,5.9
The Message of the Violin,5.9
The Cowboy Millionaire,5.3
Cowboymillionæren,5.3
The Cowboy Millionaire,5.3
Fell Heir to a Million Dollars,5.3
The Millionaire Cowboy,5.3
Современный блудный сын,5.5
The Modern Prodigal,5.5
The Modern Prodigal,5.5
"A Mother's Devotion; or, the Firing of the Patchwork Quilt",5.5
The Patchwork Quilt,5.5
"A Mother's Devotion; or, The Firing of the Patchwork Quilt",5.5
A Mother's Devotion,5.5
Muggsy er en Helt,5.5
Muggsy Becomes a Hero,5.5
Muggsy Becomes a Hero,5.5
Muggsy's First Sweetheart,5.7
Muggsy's First Sweetheart,5.7
Never Again,6.2
Never Again,6.2
The Newlyweds,5.6
The Newly Weds,5.6
The Newlyweds,5.6
"Maiskaya noch, ili utoplennitsa",5.2
A Night in May,5.2
Ночь в мае,5.2
The Oath and the Man,5.1
Клятва и человек,5.1
The Oath and the Man,5.1
Orientalsk dans,4.0
Orientalsk dans,4.0
Тихими тропами,6.0
Over Silent Paths,6.0
Over Silent Paths,6.0
Paganini,5.0
Paganini,5.0
Peder Tordenskjold,4.2
Peder Tordenskjold,4.2
Søhelten Tordenskjold,4.2
Tordenskjold i Dynekilen,4.2
El pobre Valbuena,6.2
El pobre Valbuena,6.2
Rainha Depois de Morta Inês de Castro,5.3
Rainha Depois de Morta Inês de Castro,5.3
Рамона,5.9
Ramona,5.9
Ramona: A Story of the White Man's Injustice to the Indian,5.9
Ramona,5.9
König Lear,5.0
King Lear,5.0
Re Lear,5.0
Re Lear,5.0
King Lear,6.0
Rei Lear,6.0
El rey Lear,6.0
Re Lear,6.0
Le roi Lear,6.0
Re Lear,6.0
Король Лир,6.0
Lear király,6.0
A Record Hustle Through Foggy London,4.6
A Record Hustle Through Foggy London,4.6
Seeing London in One Hour,4.6
Regina von Emmeritz och konung Gustaf II Adolf,3.6
Regina von Emmeritz og Kong Gustav Adolph,3.6
Regina von Emmeritz och konung Gustaf II Adolf,3.6
Regina von Emmeritz,3.6
A Recruit from 64,5.7
En rekrut fra 64,5.7
Ein Rekrut von 64,5.7
A Recruit from 64,5.7
En rekrut fra 64,5.7
Rekryytti vuodelta 1864,5.7
En rekryt från år 1864,5.7
A Recruit from 64,5.7
The Rocky Road,5.3
The Rocky Road,5.3
Le roi des parfums,4.3
Le roi des parfums,4.3
Il re dei profumi,4.3
A Romance of the Western Hills,5.3
A Romance of the Western Hills,5.3
Rose o' Salem Town,5.7
Роза Салема,5.7
Rose o' Salem Town,5.7
Pigen fra Salem,5.7
De roos van Salem,5.7
Jævne Folk,3.0
Obično milosrdje,3.0
Simple Charity,3.0
Simple Charity,3.0
Elskovsfløjten,6.4
The Song of the Wildwood Flute,6.4
The Song of the Wildwood Flute,6.4
The Sorrows of the Unfaithful,6.0
The Sorrows of the Unfaithful,6.0
The Sorrows of the Unfaithful,6.0
Sunshine Sue,6.3
Sunshine Sue,6.3
Taming a Husband,4.8
Taming a Husband,4.8
That Chink at Golden Gulch,6.2
That Chink at Golden Gulch,6.2
A Woman's Treachery,4.2
A Woman's Treachery,4.2
A Treacherous Woman,4.2
Das räudige Schaf im Fürstentum Camarillo,5.4
